sepal_length,sepal_width,petal_length,petal_width,Species
1.5381620152997482,-0.23488674533779202,0.8796010470629476,-0.7414721055199464,2.0
1.487503479281533,-0.13356967330136105,0.930259583081163,-0.5894964974653002,2.0
1.5381620152997482,-0.23488674533779202,1.1835522631722402,-0.6401550334835154,2.0
1.0315766551175938,-0.5894964974653002,0.27169861484436236,-1.0960818576474542,1.0
0.7782839750265167,0.018405934753285166,-1.0960818576474542,-1.6026672178296089,0.0
0.8289425110447319,,-0.9947647856110235,,0.0
1.3355278712268863,-0.23488674533779202,0.5756498309536547,-1.045423321629239,1.0
0.8796010470629476,-0.38686235339243824,0.22104007882614687,-1.045423321629239,1.0
1.5381620152997482,-0.13356967330136105,0.8289425110447319,-0.7414721055199464,2.0
1.5381620152997482,-0.336203817374223,0.5756498309536547,-0.9947647856110235,1.0
0.7276254390083015,-0.23488674533779202,-1.045423321629239,-1.653325753847824,0.0
1.132893727154025,0.47433275891722426,-0.9947647856110235,-1.5520086818113934,0.0
1.386186407245102,-0.2855452813560075,0.4236742228990086,-1.0960818576474542,1.0
1.1835522631722402,0.27169861484436236,-1.14674039366567,-1.653325753847824,0.0
1.5381620152997482,-0.23488674533779202,1.0315766551175938,-0.8427891775563773,2.0
1.487503479281533,-0.2855452813560075,0.4236742228990086,-1.0960818576474542,1.0
0.9809181190993786,0.11972300678971613,-0.9947647856110235,-1.653325753847824,0.0
,-0.18422820931957654,1.0315766551175938,-0.8427891775563773,2.0
0.6769669029900858,-0.18422820931957654,,-1.653325753847824,0.0
1.4368449432633172,-0.2855452813560075,1.0822351911358092,-0.8427891775563773,2.0
,-0.0829111372831458,1.132893727154025,-0.6908135695017309,2.0
1.4368449432633172,-0.0829111372831458,1.284869335208671,-0.4881794254288692,2.0
0.8289425110447319,-0.03225260126493032,-0.9947647856110235,-1.653325753847824,0.0
1.6901376233543945,-0.13356967330136105,1.2342107991904558,-0.5894964974653002,2.0
1.132893727154025,-0.4375208894106537,0.018405934753285166,-1.2480574657021006,1.0
0.7782839750265167,,-1.045423321629239,-1.653325753847824,0.0
0.9809181190993786,0.22104007882614687,-1.0960818576474542,-1.5520086818113934,0.0
1.0315766551175938,-0.4375208894106537,0.47433275891722426,-1.14674039366567,1.0
0.5249912949354395,-0.5894964974653002,-1.0960818576474542,-1.6026672178296089,0.0
1.4368449432633172,-0.03225260126493032,1.0822351911358092,-0.5388379614470846,2.0
1.132893727154025,-0.23488674533779202,0.3730156868807933,-1.14674039366567,1.0
1.4368449432633172,-0.4881794254288692,0.7782839750265167,-0.7921306415381618,2.0
1.8421132314090407,-0.23488674533779202,1.2342107991904558,-0.6908135695017309,2.0
1.1835522631722402,-0.38686235339243824,0.8289425110447319,-0.7921306415381618,2.0
1.132893727154025,-0.4881794254288692,0.7782839750265167,-0.7414721055199464,2.0
0.47433275891722426,-0.2855452813560075,-1.045423321629239,-1.653325753847824,0.0
0.7276254390083015,-0.18422820931957654,-0.9947647856110235,-1.7039842898660396,0.0
2.146064447518334,0.17038154280793139,1.6394790873361793,-0.6401550334835154,2.0
1.2342107991904558,-0.13356967330136105,0.6769669029900858,-0.8427891775563773,1.0
1.3355278712268863,-0.336203817374223,0.6263083669718705,-1.14674039366567,1.0
1.0315766551175938,-0.4881794254288692,0.27169861484436236,-1.0960818576474542,1.0
1.6394790873361793,-0.0829111372831458,1.132893727154025,-0.4881794254288692,2.0
1.3355278712268863,-0.23488674533779202,0.7276254390083015,-0.8427891775563773,2.0
1.0822351911358092,-0.336203817374223,0.7276254390083015,-0.7414721055199464,2.0
0.8289425110447319,-0.0829111372831458,-0.8934477135745927,-1.501350145793178,0.0
1.5888205513179634,-0.2855452813560075,0.5756498309536547,-1.0960818576474542,1.0
1.0822351911358092,-0.23488674533779202,0.3223571508625776,-1.0960818576474542,1.0
0.9809181190993786,-0.03225260126493032,-0.8934477135745927,-1.653325753847824,0.0
1.0822351911358092,-0.4881794254288692,0.22104007882614687,-1.1973989296838852,1.0
0.930259583081163,0.11972300678971613,-0.9947647856110235,-1.653325753847824,0.0
2.2473815195547644,0.17038154280793139,1.487503479281533,-0.7414721055199464,2.0
1.284869335208671,-0.6401550334835154,0.27169861484436236,-1.2480574657021006,1.0
0.7276254390083015,,,-1.2480574657021006,1.0
0.8796010470629476,0.3223571508625776,-0.9947647856110235,-1.7039842898660396,0.0
0.5756498309536547,-0.03225260126493032,-1.045423321629239,-1.6026672178296089,0.0
,-0.336203817374223,1.3355278712268863,-0.7921306415381618,2.0
0.7782839750265167,-0.13356967330136105,-1.14674039366567,-1.653325753847824,0.0
0.47433275891722426,-0.13356967330136105,-1.0960818576474542,-1.653325753847824,0.0
,-0.38686235339243824,0.3730156868807933,-1.0960818576474542,1.0
1.6394790873361793,-0.23488674533779202,0.8796010470629476,-0.5894964974653002,2.0
0.9809181190993786,0.22104007882614687,-0.8934477135745927,,0.0
1.4368449432633172,-0.336203817374223,0.8289425110447319,-0.9947647856110235,2.0
0.6769669029900858,-0.23488674533779202,-1.045423321629239,-1.7039842898660396,0.0
1.7407961593726102,-0.13356967330136105,1.132893727154025,-0.5894964974653002,2.0
1.8927717674272564,0.06906447077150064,1.3355278712268863,-0.4881794254288692,2.0
1.3355278712268863,-0.4375208894106537,1.0822351911358092,-1.045423321629239,2.0
1.2342107991904558,-0.23488674533779202,0.8289425110447319,-0.8427891775563773,2.0
1.4368449432633172,-0.4881794254288692,0.7276254390083015,,1.0
0.8796010470629476,-0.03225260126493032,-1.045423321629239,-1.653325753847824,0.0
1.132893727154025,-0.336203817374223,0.3223571508625776,-1.0960818576474542,1.0
1.5888205513179634,-0.23488674533779202,0.47433275891722426,-1.045423321629239,1.0
1.132893727154025,0.17038154280793139,-0.8934477135745927,-1.6026672178296089,0.0
1.386186407245102,-0.336203817374223,0.6769669029900858,-0.8427891775563773,2.0
1.386186407245102,-0.6401550334835154,0.5249912949354395,,1.0
1.1835522631722402,-0.38686235339243824,0.22104007882614687,-1.14674039366567,1.0
1.6901376233543945,-0.23488674533779202,1.0315766551175938,-0.6908135695017309,2.0
,-0.38686235339243824,0.8289425110447319,-0.9441062495928081,1.0
0.8289425110447319,0.17038154280793139,-0.9441062495928081,-1.653325753847824,0.0
0.5756498309536547,-0.18422820931957654,-0.9947647856110235,-1.653325753847824,0.0
1.8927717674272564,-0.23488674533779202,1.1835522631722402,-0.9441062495928081,2.0
0.47433275891722426,-0.23488674533779202,-1.0960818576474542,-1.653325753847824,0.0
1.7407961593726102,-0.18422820931957654,0.9809181190993786,,2.0
0.6769669029900858,-0.03225260126493032,-0.9441062495928081,-1.653325753847824,0.0
1.7407961593726102,-0.18422820931957654,0.8289425110447319,-0.5894964974653002,2.0
0.6769669029900858,-0.23488674533779202,-1.045423321629239,-1.6026672178296089,0.0
1.487503479281533,,1.0822351911358092,-0.6401550334835154,2.0
0.6769669029900858,-0.03225260126493032,-0.7921306415381618,-1.653325753847824,0.0
0.7782839750265167,-0.03225260126493032,-0.9441062495928081,-1.5520086818113934,0.0
0.7782839750265167,-0.0829111372831458,-1.045423321629239,-1.653325753847824,0.0
1.284869335208671,,0.7782839750265167,-0.9947647856110235,2.0
0.7276254390083015,-0.4881794254288692,0.5249912949354395,-0.8934477135745927,2.0
0.7276254390083015,-0.18422820931957654,-0.9947647856110235,-1.7039842898660396,0.0
,-0.336203817374223,0.5249912949354395,-1.0960818576474542,1.0
1.7407961593726102,-0.18422820931957654,0.7276254390083015,-0.9947647856110235,1.0
2.146064447518334,-0.4375208894106537,1.7407961593726102,-0.5894964974653002,2.0
1.9434303034454716,-0.2855452813560075,1.4368449432633172,-0.8427891775563773,2.0
1.0822351911358092,-0.2855452813560075,0.06906447077150064,-1.0960818576474542,1.0
2.146064447518334,-0.23488674533779202,1.3355278712268863,-0.5894964974653002,2.0
1.0315766551175938,-0.5388379614470846,0.17038154280793139,-1.1973989296838852,1.0
0.5756498309536547,-0.13356967330136105,-1.045423321629239,-1.653325753847824,0.0
0.7782839750265167,-0.03225260126493032,-0.9947647856110235,-1.653325753847824,0.0
1.6394790873361793,-0.18422820931957654,0.47433275891722426,-1.045423321629239,1.0
1.284869335208671,-0.2855452813560075,0.5249912949354395,-0.9947647856110235,1.0
1.6394790873361793,-0.4881794254288692,1.1835522631722402,-0.8427891775563773,2.0
1.4368449432633172,-0.0829111372831458,0.6263083669718705,-0.9441062495928081,1.0
